NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN	187	180		
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_UP	644		Rejected!	
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_DN	81	74		
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_UP	137	135		
BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_DN	59	53		
BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP	144	130		
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_DN	96	90		
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_DN	76	69		
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_UP	486	462		
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP	545		Rejected!	
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_CELLS_DN	77	64		
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_CELLS_UP	86	80		
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_DN	24	17		
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_UP	339	318		
BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_DN	14		Rejected!	
BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP	174	164		
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN	175	175		
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_UP	174	168		
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN	123	111		
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_UP	204	196		
BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_DN	118	112		
BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_UP	41	39		
BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_DN	37	34		
BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_UP	299	292		
BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_DN	119	103		
BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_UP	286	272		
BLANCO_MELO_SARS_COV_1_INFECTION_MCR5_CELLS_DN	9		Rejected!	
BLANCO_MELO_SARS_COV_1_INFECTION_MCR5_CELLS_UP	12		Rejected!	
BLUM_RESPONSE_TO_SALIRASIB_DN	341	336		
BLUM_RESPONSE_TO_SALIRASIB_UP	245	240		
BOCHKIS_FOXA2_TARGETS	433	402		
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_DN	33	32		
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_UP	31	24		
BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_DN	38	38		
BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_UP	46	44		
BONCI_TARGETS_OF_MIR15A_AND_MIR16_1	92	86		
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_DN	22	22		
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_UP	31	31		
BONOME_OVARIAN_CANCER_SURVIVAL_OPTIMAL_DEBULKING	237	229		
BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING	505	490		
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_DN	31	28		
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	428	414		
BOQUEST_STEM_CELL_DN	218	216		
BOQUEST_STEM_CELL_UP	262	244		
BORCZUK_MALIGNANT_MESOTHELIOMA_DN	106	99		
BORCZUK_MALIGNANT_MESOTHELIOMA_UP	310	303		
BORLAK_LIVER_CANCER_EGF_UP	53	50		
BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	150	148		
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	69	55		
BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE	78	78		
BOSCO_TH1_CYTOTOXIC_MODULE	114	107		
BOUDOUKHA_BOUND_BY_IGF2BP2	108	97		
BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX	17	17		
BOWIE_RESPONSE_TO_TAMOXIFEN	18	18		
BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN	51	47		
BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP	47	44		
BOYAULT_LIVER_CANCER_SUBCLASS_G12_DN	15		Rejected!	
BOYAULT_LIVER_CANCER_SUBCLASS_G12_UP	40	38		
BOYAULT_LIVER_CANCER_SUBCLASS_G1_DN	40	40		
BOYAULT_LIVER_CANCER_SUBCLASS_G1_UP	116	111		
BOYAULT_LIVER_CANCER_SUBCLASS_G2	28	28		
BOYAULT_LIVER_CANCER_SUBCLASS_G23_DN	10		Rejected!	
BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP	53	53		
BOYAULT_LIVER_CANCER_SUBCLASS_G3_DN	53	51		
BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP	190	188		
BOYAULT_LIVER_CANCER_SUBCLASS_G56_DN	17	16		
BOYAULT_LIVER_CANCER_SUBCLASS_G56_UP	11		Rejected!	
BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN	28	28		
BOYAULT_LIVER_CANCER_SUBCLASS_G6_DN	19	19		
BOYAULT_LIVER_CANCER_SUBCLASS_G6_UP	66	65		
BOYERINAS_ONCOFETAL_TARGETS_OF_LET7A1	12		Rejected!	
BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_DN	32	32		
BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_UP	36	36		
BOYLAN_MULTIPLE_MYELOMA_C_DN	59	57		
BOYLAN_MULTIPLE_MYELOMA_C_D_DN	276	270		
BOYLAN_MULTIPLE_MYELOMA_C_D_UP	140	137		
BOYLAN_MULTIPLE_MYELOMA_C_UP	49	46		
BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_DN	37	37		
BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_UP	27	25		
BOYLAN_MULTIPLE_MYELOMA_D_DN	81	80		
BOYLAN_MULTIPLE_MYELOMA_D_UP	90	87		
BOYLAN_MULTIPLE_MYELOMA_PCA1_DN	9		Rejected!	
BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	123	118		
BOYLAN_MULTIPLE_MYELOMA_PCA3_DN	71	68		
BOYLAN_MULTIPLE_MYELOMA_PCA3_UP	82	78		
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN	42	40		
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_UP	26	26		
BRACHAT_RESPONSE_TO_CISPLATIN	23	22		
BRACHAT_RESPONSE_TO_METHOTREXATE_DN	26	25		
BRACHAT_RESPONSE_TO_METHOTREXATE_UP	24	24		
BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_DN	58	56		
BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_UP	65	65		
BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_DN	41	41		
BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_UP	52	51		
BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER	15	15		
BRIDEAU_IMPRINTED_GENES	65	58		
BROCKE_APOPTOSIS_REVERSED_BY_IL6	146	144		
BROWNE_HCMV_INFECTION_10HR_DN	57	56		
BROWNE_HCMV_INFECTION_10HR_UP	98	95		
BROWNE_HCMV_INFECTION_12HR_DN	100	96		
BROWNE_HCMV_INFECTION_12HR_UP	112	110		
BROWNE_HCMV_INFECTION_14HR_DN	290	274		
BROWNE_HCMV_INFECTION_14HR_UP	156	154		
BROWNE_HCMV_INFECTION_16HR_DN	83	78		
BROWNE_HCMV_INFECTION_16HR_UP	223	220		
BROWNE_HCMV_INFECTION_18HR_DN	182	169		
BROWNE_HCMV_INFECTION_18HR_UP	172	169		
BROWNE_HCMV_INFECTION_1HR_DN	218	200		
BROWNE_HCMV_INFECTION_1HR_UP	51	46		
BROWNE_HCMV_INFECTION_20HR_DN	102	99		
BROWNE_HCMV_INFECTION_20HR_UP	235	230		
BROWNE_HCMV_INFECTION_24HR_DN	145	141		
BROWNE_HCMV_INFECTION_24HR_UP	146	143		
BROWNE_HCMV_INFECTION_2HR_DN	48	44		
BROWNE_HCMV_INFECTION_2HR_UP	40	37		
BROWNE_HCMV_INFECTION_30MIN_DN	145	127		
BROWNE_HCMV_INFECTION_30MIN_UP	54	47		
BROWNE_HCMV_INFECTION_48HR_DN	482	444		
BROWNE_HCMV_INFECTION_48HR_UP	180	174		
BROWNE_HCMV_INFECTION_4HR_DN	252	237		
BROWNE_HCMV_INFECTION_4HR_UP	50	48		
BROWNE_HCMV_INFECTION_6HR_DN	164	157		
BROWNE_HCMV_INFECTION_6HR_UP	63	57		
BROWNE_HCMV_INFECTION_8HR_DN	48	43		
BROWNE_HCMV_INFECTION_8HR_UP	105	100		
BROWNE_INTERFERON_RESPONSIVE_GENES	67	67		
BROWN_MYELOID_CELL_DEVELOPMENT_DN	133	129		
BROWN_MYELOID_CELL_DEVELOPMENT_UP	167	157		
BRUECKNER_TARGETS_OF_MIRLET7A3_DN	76	73		
BRUECKNER_TARGETS_OF_MIRLET7A3_UP	110	101		
BRUINS_UVC_RESPONSE_EARLY_LATE	316	305		
BRUINS_UVC_RESPONSE_LATE	1135		Rejected!	
BRUINS_UVC_RESPONSE_MIDDLE	99	93		
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A	900		Rejected!	
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B	554		Rejected!	
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_C	91	86		
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_D	279	258		
BRUNEAU_HEART_GREAT_VESSELS_AND_VALVULOGENESIS	8		Rejected!	
BRUNEAU_SEPTATION_ATRIAL	5		Rejected!	
BRUNEAU_SEPTATION_VENTRICULAR	10		Rejected!	
BRUNO_HEMATOPOIESIS	67	65		
BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_DN	22	22		
BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP	21	21		
BUFFA_HYPOXIA_METAGENE	50	46		
BURTON_ADIPOGENESIS_1	31	31		
BURTON_ADIPOGENESIS_10	31	31		
BURTON_ADIPOGENESIS_11	52	50		
BURTON_ADIPOGENESIS_12	32	32		
BURTON_ADIPOGENESIS_2	71	69		
BURTON_ADIPOGENESIS_3	100	100		
BURTON_ADIPOGENESIS_4	45	42		
BURTON_ADIPOGENESIS_5	118	110		
BURTON_ADIPOGENESIS_6	191	184		
BURTON_ADIPOGENESIS_7	49	48		
BURTON_ADIPOGENESIS_8	80	79		
BURTON_ADIPOGENESIS_9	84	80		
BURTON_ADIPOGENESIS_PEAK_AT_0HR	64	63		
BURTON_ADIPOGENESIS_PEAK_AT_16HR	41	38		
BURTON_ADIPOGENESIS_PEAK_AT_24HR	44	43		
BURTON_ADIPOGENESIS_PEAK_AT_2HR	45	45		
BURTON_ADIPOGENESIS_PEAK_AT_8HR	39	39		
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_DN	647		Rejected!	
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP	822		Rejected!	
BYSTROEM_CORRELATED_WITH_IL5_DN	60	60		
BYSTROEM_CORRELATED_WITH_IL5_UP	41	39		
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_AND_BRAIN_QTL_CIS	68	62		
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_AND_BRAIN_QTL_TRANS	157	145		
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_FGF3	8		Rejected!	
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_FLI1	8		Rejected!	
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_IL3RA	9		Rejected!	
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_CIS	132	126		
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_TRANS	783		Rejected!	
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_RUNX1	8		Rejected!	
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_SCP2_QTL_TRANS	27	23		
BYSTRYKH_SCP2_QTL	6		Rejected!	
CADWELL_ATG16L1_TARGETS_DN	68	64		
CADWELL_ATG16L1_TARGETS_UP	103	91		
CAFFAREL_RESPONSE_TO_THC_24HR_3_DN	13		Rejected!	
CAFFAREL_RESPONSE_TO_THC_24HR_3_UP	8		Rejected!	
CAFFAREL_RESPONSE_TO_THC_24HR_5_DN	56	56		
CAFFAREL_RESPONSE_TO_THC_24HR_5_UP	33	32		
CAFFAREL_RESPONSE_TO_THC_8HR_3_DN	10		Rejected!	
CAFFAREL_RESPONSE_TO_THC_8HR_3_UP	5		Rejected!	
CAFFAREL_RESPONSE_TO_THC_8HR_5_DN	12		Rejected!	
CAFFAREL_RESPONSE_TO_THC_8HR_5_UP	15	15		
CAFFAREL_RESPONSE_TO_THC_DN	32	31		
CAFFAREL_RESPONSE_TO_THC_UP	32	31		
CAIRO_HEPATOBLASTOMA_CLASSES_DN	214	201		
CAIRO_HEPATOBLASTOMA_CLASSES_UP	612		Rejected!	
CAIRO_HEPATOBLASTOMA_DN	267	241		
CAIRO_HEPATOBLASTOMA_POOR_SURVIVAL	16		Rejected!	
CAIRO_HEPATOBLASTOMA_UP	213	208		
CAIRO_LIVER_DEVELOPMENT_DN	225	205		
CAIRO_LIVER_DEVELOPMENT_UP	166	158		
CAIRO_PML_TARGETS_BOUND_BY_MYC_DN	13		Rejected!	
CAIRO_PML_TARGETS_BOUND_BY_MYC_UP	22	22		
CALVET_IRINOTECAN_SENSITIVE_VS_RESISTANT_UP	5		Rejected!	
CALVET_IRINOTECAN_SENSITIVE_VS_REVERTED_DN	5		Rejected!	
CALVET_IRINOTECAN_SENSITIVE_VS_REVERTED_UP	5		Rejected!	
CAMPS_COLON_CANCER_COPY_NUMBER_DN	74	63		
